Interne ID;Kunden-ID;Zentrale;Name;Straße;PLZ;Ort;BL/Region;AD-Außendienst / RFE-Merchandiser;RFE - letzter Besuch;Besuchsintervall in Tagen;RFE-Level;Channel
20275;201022;DE EURONICS GERMANY;Euronics;Eggenfeldener Str. 23;84326;Falkenberg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20276;215271;DE EURONICS GERMANY;Euronics;Hauptstr. 73;65614;Beselich;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20277;506931;;Euronics Tewes;Poststraße 2;19273;Amt Neuhaus;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20278;208680;;Elektro Funk Gmbh;Friedhofstraße 8;88422;Bad Buchau;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20279;215416;DE EURONICS GERMANY;Euronics;Nürnberger Str. 24;36211;Alheim;HE;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20280;34600;;Expert;Ulzburger Straße 362;22846;Norderstedt;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
20282;207888;;EURONICS Fürst-Helbig;Wormser Straße 46;67346;Speyer;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20283;231009;DE EURONICS GERMANY;EURONICS Wiehlpütz - Hausgeräte;Bonner Straße 80;53757;Sankt Augustin;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20284;1100060;DE EURONICS GERMANY;EURONICS Wiehlpütz - Unterhaltungselektronik;Niederpleiser Straße 1A;53757;Sankt Augustin;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20285;215202;DE EURONICS GERMANY;EURONICS ELEKTRO KLAES;Alte Bahnhofstraße 189;44892;Bochum;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20286;208043;;EURONICS Zobel;Göttinger Straße 1a;83052;Bruckmühl;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20288;508583;DE EURONICS GERMANY;EURONICS Auer;Lippertsreuter Straße 8;88662;Überlingen;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20290;503361;DE EURONICS GERMANY;EURONICS Pelkmann;Neubeckumer Straße 18;59269;Beckum;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20291;215547;DE EURONICS GERMANY;EURONICS Perlak;Münchner Straße 1;85614;Kirchseeon;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20292;503352;DE EURONICS GERMANY;EURONICS Busch;Bahnhofstraße 24;59302;Oelde;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20293;213829;DE EURONICS GERMANY;EURONICS Hauser;Holzhauser Straße 20;72172;Sulz am Neckar;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20294;502016;DE EURONICS GERMANY;EURONICS Velmeden;Steinstraße 16;37213;Witzenhausen;HE;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20295;77500;;Expert Enderer;Steinhäuslebühl 10;78658;Zimmern ob Rottweil;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
20296;508219;DE EURONICS GERMANY;EURONICS Engelhardt;Eschenauer Hauptstraße 51;90542;Eckental;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20297;506093;;EURONICS ERF;Lutherstraße 9;2943;Weißwasser;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20298;1101785;DE EURONICS GERMANY;Euronics Beisler;Am Reitstück 6;36381;Schlüchtern;HE;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20299;502108;;EURONICS Beisler;Frankfurter Straße 9;63628;Bad Soden-Salmünster;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20300;84302;;expert ESCH;Brückeswasen 36-40;68199;Mannheim;BW;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
20302;84300;;expert ESCH;Kaiserring 42-44;68161;Mannheim;BW;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
20303;55600;;expert Espelage;Brunnenweg 16;31061;Alfeld (Leine);NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
20304;215545;DE EURONICS GERMANY;Euronics;Seilerstr. 6a;85229;Markt Indersdorf;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20305;509105;DE EURONICS GERMANY;Euronics;Am Funkturm 5;44309;Dortmund;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20306;508551 / 216083;DE EURONICS GERMANY;Euronics Braun GmbH;Freudenstädter Straße 28;72280;Dornstetten;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20307;215835;;EURONICS Cekic;Riemekestraße 50;33102;Paderborn;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20308;503594;DE EURONICS GERMANY;EURONICS Eichten;Husemannstraße 2;45731;Waltrop;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20309;216023;;Euronics Wenzel;Zum Tännig 1;7356;Lobenstein;TH;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20310;215767;DE EURONICS GERMANY;EURONICS Elwig;Ravenestraße 58;56812;Cochem;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20311;215886;;Euronics Finsterwalde Reparaturservice für Smartphones;August-Bebel-Straße 3;3238;Finsterwalde;BB;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20312;215743;DE EURONICS GERMANY;EURONICS Grote;Holter Hauptstraße 3;49774;Lähden;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20313;215834;;Euronics Grote-Ermke;Matrumer Weg 3;49696;Molbergen;NI;Markus Lammer (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20314;1101347;DE EURONICS GERMANY;EURONICS XXL Echterdingen;Hauptstraße 171;70771;Leinfelden-Echterdingen;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20315;215859;DE EURONICS GERMANY;EURONICS Hoffmann;Süderstraße 53;25836;Garding;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20316;215995;;EURONICS Holfeld;Bautzener Straße 10;2681;Schirgiswalde;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20317;215888;DE EURONICS GERMANY;EURONICS Jakob;Denkmalplatz 6;90579;Langenzenn;BY;Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20318;215763;DE EURONICS GERMANY;Euronics;Bahnhofstr. 55;66793;Saarwellingen;SL;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20319;215147;DE EURONICS GERMANY;EURONICS Zilligers;Gerresheimer Landstraße 116;40699;Erkrath;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20320;216028;DE EURONICS GERMANY;Euronics;Bergstr. 31;29439;Lüchow;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20321;1101912;;EURONICS Mösker;Ringstraße 46;48480;Spelle;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20322;215776;DE EURONICS GERMANY;Euronics;Bahnhofstr. 2;6917;Jessen (Elster);ST;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20323;202959;DE EURONICS GERMANY;Elektro Pechan;Kaiserswerther Markt 51;40489;Düsseldorf;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20324;570670;;Euronics Prestel;Sanktjohanserstraße 65;83707;Bad Wiessee;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20325;215738;DE EURONICS GERMANY;EURONICS Rohlmann;Kaiserstraße 2;33829;Borgholzhausen;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20326;215329;DE EURONICS GERMANY;EURONICS Roolfs;Halbemonder Straße 6;26524;Hage;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20327;1102110;DE EURONICS GERMANY;EURONICS Slizewski;Friedrich-Alfred-Straße 53;47226;Duisburg;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20328;1100348;DE EURONICS GERMANY;EURONICS Stratmann;Wilhelmstraße 70;37308;Heilbad Heiligenstadt;TH;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20329;211621;;Electronics Schönbach;Hauptstraße 19;37412;Herzberg am Harz;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20330;1101946;DE EURONICS GERMANY;Euronics;Galerieplatz 1/ Stadt Galerie;40764;Langenfeld;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20331;1100673;DE EURONICS GERMANY;Euronics;Bahnhofsarkaden 3;88299;Leutkirch im Allgäu;BW;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20333;207144;;EURONICS XXL Bergerhoff;Wiehler Straße 24;51545;Waldbröl;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20342;1101331;DE EURONICS GERMANY;EURONICS XXL Durmeier;Teplitzer Straße 12;84478;Waldkraiburg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20344;215751;DE EURONICS GERMANY;Euronics;Hünfelder Str. 69;36251;Bad Hersfeld;HE;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20345;215082;DE EURONICS GERMANY;EURONICS XXL Lindbüchl;Am Bahnhof 21;94078;Freyung;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20351;206776;DE EURONICS GERMANY;EURONICS XXL AlbMarkt GmbH;Eybstraße 98-102;73312;Geislingen an der Steige;BW;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20354;1100082;DE EURONICS GERMANY;EURONICS XXL Stratmann;Flöthestraße 1;49356;Diepholz;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20357;224839;DE EURONICS GERMANY;EURONICS XXL Haberstroh & Boy;Schillerstraße 5A;39218;Schönebeck (Elbe);ST;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20360;215217;DE EURONICS GERMANY;EURONICS XXL Kaiserteam.de;Celler Straße 58;29320;Hermannsburg;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20362;1101717;DE EURONICS GERMANY;Euronics;Oberste Str. 34;36151;Burghaun;HE;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20363;206571;DE EURONICS GERMANY;EURONICS XXL Frey & Diessl;Via Claudia 2;86405;Meitingen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20364;215644;DE EURONICS GERMANY;EURONICS XXL Medien Markt;Zum Osterfeld 3;37688;Beverungen;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20365;1100181;DE EURONICS GERMANY;EURONICS XXL AlbMarkt GmbH;Geislinger Straße 39;89150;Laichingen;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20366;1101925;;EURONICS XXL;Querfurter Straße 4;6217;Merseburg;ST;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20367;506816;DE EURONICS GERMANY;EURONICS XXL Hagenow;Schweriner Straße 15;19230;Hagenow;MV;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20368;207675;DE EURONICS GERMANY;EURONICS XXL Lindbüchl;Muggenthaler Straße 14;94104;Tittling;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20369;215172;DE EURONICS GERMANY;EURONICS XXL Stratmann;Lindenstraße 121;49393;Lohne (Oldenburg);NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20371;509720 / 1101482;DE EURONICS GERMANY;EURONICS XXL Eisenhüttenstadt;Nordpassage 1;15890;Eisenhüttenstadt;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20373;73100;;expert Haug;Deutzstraße 2;72250;Freudenstadt;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20374;215887;;EURONICS XXL Haußmann;Marktstraße 2;31185;Söhlde;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20375;215917;;EURONICS XXL Mösker;Auf der Herrschwiese 5-9;49716;Meppen;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20376;1101923;;EURONICS XXL Mösker;Maschstraße 4;49565;Bramsche;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20377;1101908;DE EURONICS GERMANY;Euronics;Ludwigsluster Str. 29;19370;Parchim;MV;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20379;51500;;expert Ellinghaus;Mittelstraße 22;58285;Gevelsberg;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
20380;32500;;Expert;Am Hafen 1;29410;Salzwedel;ST;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
20382;56006;;Expert;Tungendorfer Str. 10;24536;Neumünster;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
20385;215413;DE EURONICS GERMANY;Euronics;Hamburger Str. 4;16866;Kyritz;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20386;506038;;EURONICS Fernseh GmbH;Chemnitzer Straße 73;9366;Niederdorf;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20388;503005;DE EURONICS GERMANY;EURONICS Hartwig;Düsseldorfer Straße 19;40667;Meerbusch;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20389;215771;DE EURONICS GERMANY;EURONICS Hugo;Aschaffenburger Straße 16-18 & 21;63773;Goldbach;BY;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20390;588501;DE EURONICS GERMANY;EURONICS Fernseh Krämer;Bahnhofstraße 38;97353;Wiesentheid;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20391;202916;DE EURONICS GERMANY;Euronics;Oststraße 112;40210;Düsseldorf;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20392;501065;DE EURONICS GERMANY;Euronics;Müggenburg 30;21129;Hamburg;HH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20393;591227;;EURONICS Fernsehzentrale - Kreuznach;Bosenheimer Straße 204;55543;Bad Kreuznach;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
20394;51700;;MEDIMAX Annaberg-Buchholz;Gewerbering 2;9456;Annaberg-Buchholz;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
20395;506393;;EURONICS Fischer;Hoyerswerdaer Straße 42;1917;Kamenz;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20396;503346;;EURONICS Fissmann;Emsdettener Straße 67;48356;Nordwalde;NW;Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20397;59600;;Expert;Weststraße 1;57392;Schmallenberg;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
20398;215444;DE EURONICS GERMANY;EURONICS Radio Althoff;Bahnhofstraße 1-3;32130;Enger;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20399;215080;;Euronics;Kruppstr. 79;42113;Wuppertal;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20400;76500;;Expert;Kampstraße 34-36;58095;Hagen;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
20401;73300;;Expert;Sachsenweg 4;34431;Marsberg;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
20402;209155;;EURONICS Gerth;Schillerstraße 18;31812;Bad Pyrmont;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20403;1100183;DE EURONICS GERMANY;EURONICS Girrbach;Striesener Straße 31/33;1307;Dresden;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20404;503034;DE EURONICS GERMANY;EURONICS Granderath;Worringer Straße 2;40211;Düsseldorf;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20405;44300;;expert Grützmann;Badstüberstraße 8A;17389;Anklam;MV;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
20406;215961;DE EURONICS GERMANY;EURONICS Deters;Lange Straße 35;49610;Quakenbrück;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20407;208582;;EURONICS Runge;Aachener Straße 15;54576;Hillesheim;RP;Marcus Beykirch (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20408;60100;;Expert;Neue Straße 11 - 15;29664;Walsrode;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
20409;211044;DE EURONICS GERMANY;EURONICS Haas;Mündelheimer Straße 11;47259;Duisburg;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20410;206369;;Euronics;Baumgartenstr. 2;84137;Vilsbiburg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20411;85700;;Expert;Waldstraße 40;23812;Wahlstedt;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
20412;206296;DE EURONICS GERMANY;EURONICS Falkenberg;Lindenstraße 15;83395;Freilassing;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20413;215060;;EURONICS Schnüpke Inh. Julian Busche;Osnabrücker Straße 14;49186;Bad Iburg;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20414;65400;;expert HELO;Am Schwalbanger 48;86633;Neuburg an der Donau;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
20415;203327;;Euronics;Caldenhofer Weg 157;59063;Hamm;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20416;503688;;Euronics;Wilhelmstraße 4;48231;Warendorf;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20418;23300;;Expert;Niehler Kirchweg 71-73;50733;Köln;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
20419;23302;;Expert;Krischerstraße 18-26;40789;Monheim am Rhein;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
20420;1101725;;EURONICS Hugenberg & Botha;Lohbecker Straße 5;49593;Bersenbrück;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20421;509315;;Euronics;Mittelmühlgasse 1;73072;Donzdorf;BW;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20422;82500;;Expert;Bäckerstraße 31;59457;Werl;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
20423;215064;;EURONICS Spies;Poststraße 16;57319;Bad Berleburg;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20424;215944;;Euronics;Herdestr. 20;26427;Esens;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20425;221503;;Euronics;Bahnhofstr. 22b;17268;Templin;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20426;215712;DE EURONICS GERMANY;EURONICS JK & Hawerkamp GmbH;Münsterstraße 9-11;49525;Lengerich;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20428;215955;;Euronics;Hagenmähderstr. 3;86391;Stadtbergen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20429;206385;;EURONICS Barsinghausen;Rehrbrinkstraße 49;30890;Barsinghausen;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20432;1101806;DE EURONICS GERMANY;Euronics;Serveritenkamp 1;23769;Fehmarn;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20433;501296;;EURONICS Lissek;Bahnhofstraße 75;49448;Lemförde;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
20434;215447;;Euronics;Weingraben 2;85368;Moosburg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20436;215707;;Euronics;Mönchenstr. 27;14913;Jüterbog;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
20437;215621;;Euronics;Sinnaustr. 12A;97769;Bad Brückenau;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20438;87900;;Expert;Borgfelder Heerstraße 55;28357;Bremen;HB;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
20439;215420;;Euronics;Sandstr. 8-10;87439;Kempten;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
20440;215931;;EURONICS Kretschmer;Hauptstraße 34;38304;Wolfenbüttel;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20441;52600;;Expert;Hanns-Klemm-Straße 2/1;71034;Böblingen;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
20442;508050;;Euronics;Römerstraße 37;63785;Obernburg am Main;BY;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
20443;41600;;Expert;Güstrower Straße 23;17213;Malchow;MV;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
20444;215242;;Euronics;Ruhrstr. 21;58452;Witten;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Euronics
20445;45000;;Udo Lermann Electronic GmbH;Luitpoldstraße 6-10;97828;Marktheidenfeld;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
20446;29600;;Expert;Walter-Senger-Straße 2-4;97816;Lohr am Main;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
20447;30500;;expert Loskill;Gaswerkstraße 11;44575;Castrop-Rauxel;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
20448;27200;;Expert;Bahnhofstraße 9b;44623;Herne;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
